scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
medium,149,147,33,33,26,6,5,81.422,78.731,0,0.0,unknown,regular,79,58,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,42,73
great,150,147,31,31,35,15,15,86.325,83.385,0,0.0,unknown,regular,84,62,79,95,90,90,89,95,95,91,91,87,86,84,83,84,83,80,84,69,86,94,90,77,40,80
zero,151,147,34,34,0,0,0,79.883,77.0,0,-0.5112,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,152,147,34,34,12,1,1,75.716,72.846,0,-0.247,unknown,regular,72,49,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,88,79,64,36,67
medium,153,147,34,34,26,6,5,80.509,77.462,-25,-1.349,unknown,regular,78,54,71,93,84,84,84,91,92,86,86,81,80,78,77,77,76,73,77,60,80,91,85,69,35,72
great,154,147,32,32,35,15,15,82.46,79.462,0,0.0,unknown,regular,79,59,72,94,89,87,85,94,94,87,91,82,81,79,78,83,77,74,78,61,81,94,86,71,36,74
starter,155,147,32,32,34,2,4,79.928,76.962,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,156,147,34,34,8,0,0,79.636,76.654,-19,-0.7759,unknown,regular,77,51,71,92,84,84,83,90,91,85,86,80,79,77,75,77,75,72,76,59,78,89,84,68,38,72
zero,157,147,32,32,0,0,0,79.774,76.692,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,58,79,90,84,68,36,71
low,158,147,33,33,12,1,1,81.422,78.692,0,0.0,unknown,regular,79,59,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,40,73
medium,159,147,34,34,26,6,5,80.422,77.769,-25,-1.334,unknown,regular,78,57,71,92,84,84,84,90,92,86,86,81,80,78,77,77,76,73,77,60,80,91,85,69,42,72
great,160,147,32,32,35,15,15,86.325,83.385,0,0.0,unknown,regular,84,62,79,95,90,90,89,95,95,91,91,87,86,84,83,84,83,80,84,69,86,94,90,77,40,80
zero,161,147,35,35,0,0,0,79.883,77.0,0,-0.5112,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,162,147,35,35,12,1,1,75.716,72.846,0,-0.2513,unknown,regular,72,49,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,88,79,64,36,67
medium,163,147,35,35,26,6,5,79.509,76.5,-25,-1.3625,unknown,regular,77,53,70,92,83,83,83,90,91,85,85,80,79,77,76,76,75,72,76,59,79,90,84,68,35,71
great,164,147,33,33,35,15,15,82.46,79.462,0,0.0,unknown,regular,79,59,72,94,89,87,85,94,94,87,91,82,81,79,78,83,77,74,78,61,81,94,86,71,36,74
starter,165,147,33,33,34,2,4,79.928,76.962,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,166,147,35,35,8,0,0,78.873,75.962,-18,-0.7728,unknown,regular,76,51,71,91,83,83,82,89,90,84,85,79,78,76,74,76,75,72,75,59,77,88,83,68,38,72
zero,167,147,33,33,0,0,0,79.774,76.692,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,58,79,90,84,68,36,71
low,168,147,34,34,12,1,1,80.422,77.731,-25,-1.2721,unknown,regular,78,58,71,92,84,84,84,90,92,86,86,81,80,78,77,77,76,73,77,60,80,91,85,69,40,72
medium,169,147,35,35,26,6,5,79.422,76.808,-25,-1.3181,unknown,regular,77,56,70,91,83,83,83,89,91,85,85,80,79,77,76,76,75,72,76,59,79,90,84,68,42,71
great,170,147,33,33,35,15,15,86.325,83.385,0,0.0,unknown,regular,84,62,79,95,90,90,89,95,95,91,91,87,86,84,83,84,83,80,84,69,86,94,90,77,40,80
great,171,147,34,34,35,15,15,81.46,78.5,-25,-1.5225,unknown,regular,78,58,71,93,88,86,84,93,93,86,90,81,80,78,77,82,76,73,77,60,80,93,85,70,36,73
starter,172,147,34,34,34,2,4,79.621,76.692,-7,-0.6279,unknown,regular,77,51,70,91,84,83,83,89,91,85,85,80,80,77,76,77,75,72,76,60,79,89,84,69,39,72
zero,173,147,34,34,0,0,0,79.511,76.462,-6,-0.6218,unknown,regular,77,51,70,91,83,84,83,89,91,86,85,80,80,77,76,77,75,72,76,58,79,89,84,68,36,71
low,174,147,35,35,12,1,1,79.422,76.769,-25,-1.2754,unknown,regular,77,57,70,91,83,83,83,89,91,85,85,80,79,77,76,76,75,72,76,59,79,90,84,68,40,71
great,175,147,34,34,35,15,15,84.809,81.962,-37,-1.8974,unknown,regular,83,61,78,93,88,88,88,93,93,89,89,85,85,83,82,82,82,79,83,68,84,92,88,76,40,79
great,176,147,35,35,35,15,15,80.46,77.538,-25,-1.4498,unknown,regular,77,57,70,92,87,85,83,92,92,85,89,80,79,77,76,81,75,72,76,59,79,92,84,69,36,72
starter,177,147,35,35,34,2,4,79.401,76.5,-5,-0.6148,unknown,regular,77,51,70,90,84,83,83,88,90,85,84,80,80,77,76,77,75,72,76,60,79,88,84,69,39,72
zero,178,147,35,35,0,0,0,79.205,76.192,-7,-0.6218,unknown,regular,77,51,70,90,83,83,83,88,90,85,84,80,80,77,76,77,75,72,76,58,79,88,84,68,36,71
great,179,147,35,35,35,15,15,83.503,80.731,-32,-1.7798,unknown,regular,82,60,77,91,87,86,87,91,91,87,87,84,84,82,81,81,81,78,82,67,83,90,87,75,40,78
