team_id,club_name,registered_position,position_count,position_market_value,position_salaries
74,Manchester City,4,4,36002900,12146000
74,Manchester City,5,4,28816905,17772000
74,Manchester City,8,1,21804228,4069500
74,Manchester City,9,2,937148,6854500
33,Manchester United,0,4,9546899,12202000
33,Manchester United,10,1,146986343,21136000
33,Manchester United,11,1,155495209,24500500
33,Manchester United,12,5,129569738,33009500
33,Manchester United,3,4,90710594,28258500
33,Manchester United,4,2,27036030,18589500
33,Manchester United,5,2,9275627,12250500
33,Manchester United,7,3,50275630,24128000
33,Manchester United,8,1,31485020,6664000
33,Manchester United,9,1,0,2055500
24,Messina,0,3,8246931,2411500
24,Messina,10,1,16732525,4872500
24,Messina,12,5,34562372,10789500
24,Messina,3,5,23286056,6466000
24,Messina,4,3,22663580,4743500
24,Messina,5,2,10191728,2887000
24,Messina,6,1,10911781,3219000
24,Messina,7,2,8482044,1729500
24,Messina,8,1,7130545,793500
24,Messina,9,4,19231307,8385000
3,Middlesbrough,0,3,7654654,2656500
3,Middlesbrough,12,6,65638755,19140000
3,Middlesbrough,3,8,55583557,11125000
3,Middlesbrough,4,4,30161412,4081500
3,Middlesbrough,5,2,20187121,5964000
3,Middlesbrough,7,3,36875998,5187500
3,Middlesbrough,8,5,53455640,11114500
124,N.E.C. Nijmegen,0,3,6877572,2264500
124,N.E.C. Nijmegen,10,2,14919882,2075500
124,N.E.C. Nijmegen,12,4,28407338,6999500
124,N.E.C. Nijmegen,3,4,16840345,3668500
124,N.E.C. Nijmegen,4,4,27116067,4438000
124,N.E.C. Nijmegen,5,2,14658171,1892500
124,N.E.C. Nijmegen,7,2,22708230,3015500
124,N.E.C. Nijmegen,8,2,19654629,2451000
124,N.E.C. Nijmegen,9,2,18609502,3031000
136,NAC Breda,0,4,6209481,3340500
136,NAC Breda,10,4,45331005,8555500
136,NAC Breda,12,3,18528623,2901000
136,NAC Breda,3,4,18584988,4089500
136,NAC Breda,4,4,25804999,5734000
136,NAC Breda,5,2,8080021,2836000
136,NAC Breda,7,3,14896228,3529500
136,NAC Breda,8,2,11737465,1345500
128,Napoli,0,3,4665702,1380500
128,Napoli,10,1,18005988,4238000
128,Napoli,12,5,41740768,8949500
128,Napoli,3,5,29756757,7985000
128,Napoli,4,4,21464176,4349000
128,Napoli,5,3,20355223,4192500
128,Napoli,7,2,12163319,3395000
128,Napoli,8,2,4390925,1814500
128,Napoli,9,1,8281975,2643000
55,Newcastle United,0,2,14839595,7675000
55,Newcastle United,10,1,39865087,9239500
55,Newcastle United,12,5,179329032,38866000
55,Newcastle United,3,4,52500537,13567500
55,Newcastle United,4,2,16033321,5268000
55,Newcastle United,7,3,28356676,13071000
55,Newcastle United,8,4,28536301,13098500
55,Newcastle United,9,2,95464586,43980500
141,No Club,0,365,0,290970500
141,No Club,10,38,0,293015500
141,No Club,11,38,0,358481500
141,No Club,12,331,1750216,1027231500
141,No Club,13,2,0,430500
141,No Club,2,18,0,285237500
141,No Club,3,176,0,390647000
141,No Club,4,133,1490807,203990000
141,No Club,5,121,0,284747000
141,No Club,6,6,0,36046000
141,No Club,7,61,0,141830500
141,No Club,8,88,0,175006500
141,No Club,9,107,0,780724000
108,OGC Nice,0,3,12196427,2742500
108,OGC Nice,11,1,13376376,2983000
108,OGC Nice,12,7,74691041,12796000
108,OGC Nice,3,4,23453431,5151000
108,OGC Nice,4,4,22603388,4012500
108,OGC Nice,5,2,5381824,1873500
108,OGC Nice,7,2,16424807,2977500
108,OGC Nice,8,3,37724424,7357500
28,Olympiacos Piraeus,0,3,4591118,2337500
28,Olympiacos Piraeus,10,2,23220505,4691500
28,Olympiacos Piraeus,11,2,36091853,6006000
28,Olympiacos Piraeus,12,4,28784369,7428500
28,Olympiacos Piraeus,3,5,18354254,9154000
28,Olympiacos Piraeus,4,5,17254005,8113500
28,Olympiacos Piraeus,5,2,10446781,3812500
28,Olympiacos Piraeus,7,1,7938533,2237000
28,Olympiacos Piraeus,8,1,2511791,5153500
28,Olympiacos Piraeus,9,4,31579139,4249000
62,Olympique Lyonnais,0,2,7953924,3297000
62,Olympique Lyonnais,11,1,15718067,1506500
62,Olympique Lyonnais,12,4,0,27588500
62,Olympique Lyonnais,3,6,44011432,17089000
62,Olympique Lyonnais,4,1,15938057,2010000
62,Olympique Lyonnais,5,1,20441935,2999000
62,Olympique Lyonnais,7,2,8116500,7723500
62,Olympique Lyonnais,9,3,0,24886500
64,Olympique de Marseille,0,4,10082175,2956000
64,Olympique de Marseille,11,1,18731615,3307000
64,Olympique de Marseille,12,3,20162493,7281000
64,Olympique de Marseille,3,5,28052030,4491000
64,Olympique de Marseille,4,4,39491909,6750000
64,Olympique de Marseille,5,5,25995835,8984000
64,Olympique de Marseille,7,2,24886552,4482500
64,Olympique de Marseille,8,2,44515636,6822000
64,Olympique de Marseille,9,4,73170884,13896500
8,PSV Eindhoven,0,2,11266182,2503500
8,PSV Eindhoven,10,2,89402322,13908500
8,PSV Eindhoven,11,3,72616345,13655000
8,PSV Eindhoven,12,1,15813000,5602000
8,PSV Eindhoven,3,4,44963010,16744000
8,PSV Eindhoven,4,4,38279582,6441500
8,PSV Eindhoven,5,1,2377202,2237500
8,PSV Eindhoven,7,1,20799033,3838000
8,PSV Eindhoven,8,4,55806872,25168000
8,PSV Eindhoven,9,2,34161324,8449500
82,Palermo,0,3,10751203,1878000
82,Palermo,11,3,41236343,12154500
82,Palermo,12,2,31807132,4196500
82,Palermo,3,2,18435516,4317500
82,Palermo,4,4,24575702,4228000
82,Palermo,5,2,20645840,5112000
82,Palermo,7,3,22634692,4558000
82,Palermo,8,3,34513177,8032000
32,Panathinaikos,0,3,6746462,1666500
32,Panathinaikos,10,1,13175028,4632000
32,Panathinaikos,12,3,21774361,4525000
32,Panathinaikos,3,6,32330775,7993000
32,Panathinaikos,4,4,22878799,5764500
32,Panathinaikos,5,5,34343242,7983000
32,Panathinaikos,7,1,224048,1138500
32,Panathinaikos,8,1,10270171,5387000
32,Panathinaikos,9,6,51260290,12226000
36,Paris Saint-Germain,0,3,15858485,4959500
36,Paris Saint-Germain,10,2,15879691,2842500
36,Paris Saint-Germain,11,2,22621891,6903500
36,Paris Saint-Germain,12,3,27767817,3858500
36,Paris Saint-Germain,3,3,18236244,4116000
36,Paris Saint-Germain,4,4,35883467,8474500
36,Paris Saint-Germain,5,3,16032409,4316500
36,Paris Saint-Germain,7,3,22018566,2788000
36,Paris Saint-Germain,8,2,20991928,4499000
36,Paris Saint-Germain,9,3,36189754,10784500
99,Parma,0,3,5142720,1988500
99,Parma,10,1,8052098,1577000
99,Parma,12,5,40117770,8381500
99,Parma,3,5,25778330,7116500
99,Parma,4,4,19847918,5459500
99,Parma,5,5,42951663,7782000
99,Parma,8,3,19034176,3873000
99,Parma,9,2,26566907,9324500
26,Portsmouth,0,4,9474476,4279500
26,Portsmouth,11,2,41878059,12441500
26,Portsmouth,12,2,13808926,6324000
26,Portsmouth,3,4,16266545,5133500
26,Portsmouth,4,4,27383890,4995500
26,Portsmouth,7,2,29559220,5026500
26,Portsmouth,8,3,28058997,7888500
26,Portsmouth,9,2,25235826,3881500
67,R. Betis,0,3,6690340,2565500
67,R. Betis,10,2,59206988,7968000
67,R. Betis,11,2,32418723,5600500
67,R. Betis,12,4,37870541,9305500
67,R. Betis,3,4,20572878,6623500
67,R. Betis,4,6,32377227,8018500
67,R. Betis,5,3,23600157,6753000
67,R. Betis,8,2,17875524,4541000
67,R. Betis,9,2,21275358,6674000
54,R. Madrid,0,3,30229585,5635000
54,R. Madrid,11,3,193267765,32256000
54,R. Madrid,12,2,66397114,28794000
54,R. Madrid,3,2,13321420,2887000
54,R. Madrid,4,5,40048532,5667500
54,R. Madrid,5,3,28034672,8531500
54,R. Madrid,6,1,23322708,5908000
54,R. Madrid,7,2,28138682,8213000
54,R. Madrid,8,1,7906662,1370500
54,R. Madrid,9,2,24073707,7607500
139,R. Racing C.,0,3,7024831,1820500
139,R. Racing C.,11,1,9371919,6479500
139,R. Racing C.,12,5,52124065,8611500
139,R. Racing C.,3,5,26573340,5917000
139,R. Racing C.,4,6,11898751,6204500
139,R. Racing C.,5,3,15878328,3690000
139,R. Racing C.,7,1,8097734,2152000
139,R. Racing C.,8,5,43941454,6663000
139,R. Racing C.,9,1,13590000,5094500
51,R. Sociedad,0,3,8217453,1411500
51,R. Sociedad,12,4,24305246,9099500
51,R. Sociedad,3,4,14740131,4764500
51,R. Sociedad,4,3,17618170,4337000
51,R. Sociedad,5,4,18840496,6383500
51,R. Sociedad,8,5,41145851,9702500
122,R. Valladolid,0,3,6171013,1951500
122,R. Valladolid,11,1,153105,4275500
122,R. Valladolid,12,4,17260843,7308500
122,R. Valladolid,3,5,23778622,6368500
122,R. Valladolid,4,5,16651589,4383000
122,R. Valladolid,5,4,19532168,3707000
122,R. Valladolid,8,4,33913606,5142500
118,R. Zaragoza,0,3,5149962,2560000
118,R. Zaragoza,11,2,80019517,17520000
118,R. Zaragoza,12,1,17451494,5301000
118,R. Zaragoza,3,6,55443231,10719500
118,R. Zaragoza,4,4,17706338,6552000
118,R. Zaragoza,5,4,24672029,6131500
118,R. Zaragoza,9,4,65393853,15575500
92,R.C. Celta,0,5,12829277,3548000
92,R.C. Celta,10,1,23782270,4207000
92,R.C. Celta,11,1,7531707,1567500
92,R.C. Celta,12,2,23390499,5958000
92,R.C. Celta,3,4,32861480,7810500
92,R.C. Celta,4,3,21140718,3413500
92,R.C. Celta,5,3,15879151,4603500
92,R.C. Celta,8,3,17979119,8640000
92,R.C. Celta,9,4,36962921,9623500
119,R.C. Deportivo la Coruña,0,3,10021003,2445000
119,R.C. Deportivo la Coruña,10,2,27313892,3899000
119,R.C. Deportivo la Coruña,12,5,33833496,7474000
119,R.C. Deportivo la Coruña,3,5,39470236,7519000
119,R.C. Deportivo la Coruña,4,4,18139906,5501500
119,R.C. Deportivo la Coruña,5,6,40689800,12530500
119,R.C. Deportivo la Coruña,7,1,5341669,939000
119,R.C. Deportivo la Coruña,8,2,16071093,4492000
119,R.C. Deportivo la Coruña,9,1,5419533,1125500
130,R.C. Recreativo de Huelva,0,3,5641349,1601000
130,R.C. Recreativo de Huelva,11,1,29928618,5177000
130,R.C. Recreativo de Huelva,12,4,27057679,6987500
130,R.C. Recreativo de Huelva,3,4,18950056,5823500
130,R.C. Recreativo de Huelva,4,4,17406268,3736500
130,R.C. Recreativo de Huelva,7,3,8867307,3334000
130,R.C. Recreativo de Huelva,8,4,18352739,3533500
130,R.C. Recreativo de Huelva,9,2,30174352,11712500
105,R.C.D. Espanyol,0,3,14762183,2165000
105,R.C.D. Espanyol,11,1,24678613,5006000
105,R.C.D. Espanyol,12,3,27759043,8672500
105,R.C.D. Espanyol,3,5,29638891,4779500
105,R.C.D. Espanyol,4,5,31624141,8416000
105,R.C.D. Espanyol,5,3,16305011,4300000
105,R.C.D. Espanyol,7,2,29684499,11672000
105,R.C.D. Espanyol,8,4,30261482,7913500
69,R.C.D. Mallorca,0,3,8750380,2055000
69,R.C.D. Mallorca,11,1,17688371,2871500
69,R.C.D. Mallorca,12,3,29493484,7188000
69,R.C.D. Mallorca,3,3,14619852,3920500
69,R.C.D. Mallorca,4,5,28854728,8220500
69,R.C.D. Mallorca,5,2,10018391,3145000
69,R.C.D. Mallorca,8,3,26946222,5303000
69,R.C.D. Mallorca,9,5,67257918,13942500
109,RC Lens,0,3,10974761,2065500
109,RC Lens,10,2,22492935,2055500
109,RC Lens,12,4,45336552,9540500
109,RC Lens,3,4,18994910,5085000
109,RC Lens,4,4,17039578,4937500
109,RC Lens,5,3,19817352,3177000
109,RC Lens,7,2,14126848,2371500
109,RC Lens,8,1,2010302,2689500
109,RC Lens,9,3,29950574,5986500
129,RKC Waalwijk,0,3,3883283,2174500
129,RKC Waalwijk,12,4,21433031,4404000
129,RKC Waalwijk,3,4,16528783,4287500
129,RKC Waalwijk,4,4,22670779,4530500
129,RKC Waalwijk,5,2,7234035,1639500
129,RKC Waalwijk,7,3,8106093,5858500
129,RKC Waalwijk,8,4,34073851,5220000
129,RKC Waalwijk,9,3,12985671,6522500
9,Rangers,0,3,5205170,2974500
9,Rangers,10,1,12933000,4463500
9,Rangers,11,1,16869729,3313000
9,Rangers,12,5,37065129,7868000
9,Rangers,2,1,6075994,1910500
9,Rangers,3,3,23006583,4707000
9,Rangers,4,5,32227864,5426000
9,Rangers,5,1,6074231,887500
9,Rangers,7,2,11494762,2439000
9,Rangers,8,2,18720068,2555000
72,Reading,0,3,6775832,1900500
72,Reading,10,1,4581216,1340500
72,Reading,12,6,60535777,8753500
72,Reading,3,5,24187875,4770000
72,Reading,4,5,33101701,9437000
72,Reading,5,2,6284257,1947000
72,Reading,7,2,16392011,2751000
72,Reading,8,5,31549774,6670000
72,Reading,9,1,6629294,817500
120,Reggina,0,3,10269187,2312000
120,Reggina,12,3,17449834,4347000
120,Reggina,3,6,38606508,6104500
120,Reggina,4,4,25587630,5444000
120,Reggina,5,2,7859750,1987500
120,Reggina,7,3,22142566,3686500
120,Reggina,8,3,32737283,6349500
120,Reggina,9,3,12129260,5899000
137,Roda JC,0,3,7795026,1833000
137,Roda JC,10,2,11170303,2071500
137,Roda JC,12,3,20830884,3673000
137,Roda JC,3,4,18531386,4133000
137,Roda JC,4,4,14229005,4256000
137,Roda JC,5,2,12815142,1734500
137,Roda JC,7,1,4304752,908500
137,Roda JC,8,6,44259988,8258000
137,Roda JC,9,1,19548232,1933500
86,Rosenborg BK,0,4,10172945,3547000
86,Rosenborg BK,10,4,31384508,6341500
86,Rosenborg BK,12,2,14416119,3857000
86,Rosenborg BK,3,5,16952366,6896000
86,Rosenborg BK,4,4,13994913,5202000
86,Rosenborg BK,7,5,26821299,7262500
86,Rosenborg BK,8,1,2723605,1707500
86,Rosenborg BK,9,1,9840050,800500
121,SBV Excelsior,0,2,0,3415500
121,SBV Excelsior,10,2,5236873,4748000
121,SBV Excelsior,11,1,0,2271500
121,SBV Excelsior,12,3,15157924,12754500
121,SBV Excelsior,3,4,4635543,5677500
121,SBV Excelsior,4,4,15287003,7876500
121,SBV Excelsior,5,2,0,4160500
121,SBV Excelsior,9,3,1301718,8926500
12,SC Heerenveen,0,3,8563947,1575500
12,SC Heerenveen,10,4,40934319,7270500
12,SC Heerenveen,12,4,39609205,4967000
12,SC Heerenveen,3,5,29856946,6474500
12,SC Heerenveen,4,4,31119582,3776000
12,SC Heerenveen,5,2,14740120,2476500
12,SC Heerenveen,7,5,26299566,6087000
12,SC Heerenveen,8,1,8669709,1449000
125,Sampdoria,0,3,5926633,2534000
125,Sampdoria,12,5,44328854,13676000
125,Sampdoria,3,5,25442653,8170500
125,Sampdoria,4,4,27395443,5836000
125,Sampdoria,5,2,11100086,2382500
125,Sampdoria,7,2,8607183,5564500
125,Sampdoria,8,4,24447453,4660000
125,Sampdoria,9,1,21168729,3241000
52,Schalke 04,0,2,13769413,1410500
52,Schalke 04,10,1,17767876,3169000
52,Schalke 04,11,2,18760375,8114000
52,Schalke 04,12,3,37197739,7436500
52,Schalke 04,3,3,21211767,9522500
52,Schalke 04,4,4,31383720,6182000
52,Schalke 04,5,2,23774603,3763000
52,Schalke 04,7,1,9879909,3173500
52,Schalke 04,8,3,22387808,5154500
52,Schalke 04,9,3,59177121,11365500
47,Sevilla F.C.,0,3,4916345,1608500
47,Sevilla F.C.,12,6,82737348,17363000
47,Sevilla F.C.,3,4,25252589,9703000
47,Sevilla F.C.,4,4,35706155,7876500
47,Sevilla F.C.,5,3,22815952,7470500
47,Sevilla F.C.,7,1,14753591,4373500
47,Sevilla F.C.,8,5,57889171,13526000
47,Sevilla F.C.,9,1,35697655,8448000
21,Shakhtar Donetsk,0,4,9039806,3355500
21,Shakhtar Donetsk,12,5,67775078,12625000
21,Shakhtar Donetsk,3,4,28030149,5192000
21,Shakhtar Donetsk,4,4,32613721,6704500
21,Shakhtar Donetsk,5,3,21710933,5916000
21,Shakhtar Donetsk,7,2,20962417,4754000
21,Shakhtar Donetsk,9,4,53314638,10126500
77,Sheffield United,0,3,2748042,2294000
77,Sheffield United,12,6,48224969,10744500
77,Sheffield United,3,8,35079865,11080000
77,Sheffield United,4,4,11191353,5721500
77,Sheffield United,5,2,11571216,2763000
77,Sheffield United,7,4,27774534,5402500
77,Sheffield United,8,4,23838962,5786000
95,Siena,0,3,6559713,2480000
95,Siena,11,1,2956109,9595500
95,Siena,12,5,29267701,8713000
95,Siena,3,5,21945500,8440000
95,Siena,4,4,19413278,5555000
95,Siena,5,2,7045014,2531000
95,Siena,7,3,21006847,5192500
95,Siena,8,1,8847463,1538500
95,Siena,9,3,20494092,6516500
112,Sparta Rotterdam,0,3,7940400,2569500
112,Sparta Rotterdam,10,3,30284482,5472000
112,Sparta Rotterdam,12,3,13433243,4412500
112,Sparta Rotterdam,3,6,32652785,5149000
112,Sparta Rotterdam,4,3,15528141,3499500
112,Sparta Rotterdam,5,3,14523213,2688000
112,Sparta Rotterdam,7,1,8712202,861500
112,Sparta Rotterdam,8,1,14413785,2902000
112,Sparta Rotterdam,9,4,32131049,5963000
2,Spartak Moskva,0,2,5455574,828500
2,Spartak Moskva,12,4,46784487,7447000
2,Spartak Moskva,3,4,21867046,5654500
2,Spartak Moskva,4,5,37986248,6427500
2,Spartak Moskva,7,2,16681906,3670500
2,Spartak Moskva,8,5,57884283,9555000
2,Spartak Moskva,9,2,17830718,4952000
88,Sporting Lisbon,0,3,9110348,3112000
88,Sporting Lisbon,10,1,16315884,1611000
88,Sporting Lisbon,12,5,56969127,12680500
88,Sporting Lisbon,3,5,28167118,5762000
88,Sporting Lisbon,4,4,25456251,4675000
88,Sporting Lisbon,5,2,20786217,2781000
88,Sporting Lisbon,7,3,26459876,5246500
88,Sporting Lisbon,8,2,19879749,10037500
88,Sporting Lisbon,9,2,28016420,5980500
101,Stade Rennais FC,0,3,8167615,1919000
101,Stade Rennais FC,10,2,15658957,5506500
101,Stade Rennais FC,11,2,67630883,10320500
101,Stade Rennais FC,12,5,64427212,11241000
101,Stade Rennais FC,3,4,34097146,5192000
101,Stade Rennais FC,4,3,18526500,4216500
101,Stade Rennais FC,7,5,39630190,7663000
101,Stade Rennais FC,8,2,14745018,2529500
76,Sunderland,0,3,9761821,1926000
76,Sunderland,12,4,36462527,7308000
76,Sunderland,3,5,23317364,7965500
76,Sunderland,4,4,12403931,4391500
76,Sunderland,7,4,30002732,7973000
76,Sunderland,8,4,45469608,7512500
98,T.V.S. Alemannia Aachen,0,3,14854726,3747500
98,T.V.S. Alemannia Aachen,11,1,9603361,1499500
98,T.V.S. Alemannia Aachen,12,7,63061263,14596500
98,T.V.S. Alemannia Aachen,3,5,36831455,8720000
98,T.V.S. Alemannia Aachen,4,4,33536660,6128500
98,T.V.S. Alemannia Aachen,5,3,23101659,5392500
98,T.V.S. Alemannia Aachen,7,1,7242479,597000
98,T.V.S. Alemannia Aachen,8,1,3541360,1808500
98,T.V.S. Alemannia Aachen,9,3,28818370,6183500
83,Torino,0,3,6671392,4053500
83,Torino,10,1,13699125,2205500
83,Torino,12,7,54544332,13486500
83,Torino,3,5,19645930,9119000
83,Torino,4,4,14967410,6735000
83,Torino,5,3,8328831,3858500
83,Torino,6,1,2599353,1748500
83,Torino,7,2,13236274,4343500
83,Torino,8,3,30379169,8239500
53,Tottenham Hotspur,0,3,10050718,3020500
53,Tottenham Hotspur,12,3,52383232,10647000
53,Tottenham Hotspur,3,4,36585994,7711000
53,Tottenham Hotspur,4,5,41596497,8870500
53,Tottenham Hotspur,5,3,40851027,7686500
53,Tottenham Hotspur,7,4,63447631,11649000
53,Tottenham Hotspur,8,2,37065551,5031000
53,Tottenham Hotspur,9,3,48497428,10002500
102,Toulouse FC,0,3,11090169,1585000
102,Toulouse FC,11,1,10773579,1906500
102,Toulouse FC,12,4,39684220,8350500
102,Toulouse FC,3,4,24372443,4596500
102,Toulouse FC,4,5,56031264,8983000
102,Toulouse FC,5,2,11125144,2756000
102,Toulouse FC,7,2,13845862,2743500
102,Toulouse FC,8,3,23336973,3162000
102,Toulouse FC,9,2,18771624,4929500
84,Udinese,0,2,8765577,7769500
84,Udinese,11,2,0,4191000
84,Udinese,12,3,0,4759500
84,Udinese,3,5,22316754,9954500
84,Udinese,4,4,8655000,19147500
84,Udinese,5,1,0,1127500
84,Udinese,7,2,20897952,4146500
84,Udinese,9,6,73777879,38892500
49,VFB Stuttgart,0,3,17812055,5697500
49,VFB Stuttgart,11,1,16576098,5917000
49,VFB Stuttgart,12,4,38794424,6408000
49,VFB Stuttgart,3,4,29112098,8809500
49,VFB Stuttgart,4,4,35656287,7926000
49,VFB Stuttgart,5,4,33131135,7999500
49,VFB Stuttgart,7,2,14240007,4504500
49,VFB Stuttgart,8,4,51703841,7074000
49,VFB Stuttgart,9,1,17043747,1552500
71,VFL Bochum,0,3,2496961,2324500
71,VFL Bochum,12,6,44368903,8893500
71,VFL Bochum,3,6,48391535,9996500
71,VFL Bochum,4,4,21005318,5450000
71,VFL Bochum,5,3,8563353,4878000
71,VFL Bochum,8,3,23927118,3612500
71,VFL Bochum,9,2,22389819,3722500
7,VFL Wolfsburg,0,3,8226921,3047000
7,VFL Wolfsburg,12,4,31148924,8751500
7,VFL Wolfsburg,3,4,32333189,7981000
7,VFL Wolfsburg,4,5,25192646,6665000
7,VFL Wolfsburg,5,1,7172379,1053500
7,VFL Wolfsburg,7,3,15777216,5687500
7,VFL Wolfsburg,8,2,17158526,5063500
7,VFL Wolfsburg,9,3,28913205,6556000
89,Valencia C.F.,0,2,734529,4964500
89,Valencia C.F.,10,2,36488331,11197500
89,Valencia C.F.,12,4,83607007,21018500
89,Valencia C.F.,3,4,45955439,21569500
89,Valencia C.F.,4,4,29514043,12719000
89,Valencia C.F.,5,1,10794191,7529500
89,Valencia C.F.,7,2,43233167,16350500
89,Valencia C.F.,8,2,32104197,9608000
89,Valencia C.F.,9,1,0,1854500
115,Valenciennes FC,0,3,9432241,2694000
115,Valenciennes FC,12,7,42050874,10240500
115,Valenciennes FC,3,4,13669638,4033500
115,Valenciennes FC,4,4,15629407,3995000
115,Valenciennes FC,5,4,23188281,5486500
115,Valenciennes FC,7,1,2246477,1124500
115,Valenciennes FC,8,4,24561053,4408500
115,Valenciennes FC,9,2,12936700,2569000
100,Villarreal C.F.,0,3,15441302,2345500
100,Villarreal C.F.,11,1,39777330,8073500
100,Villarreal C.F.,12,3,22475578,6154000
100,Villarreal C.F.,3,4,28738582,8743500
100,Villarreal C.F.,4,4,18595995,5013000
100,Villarreal C.F.,5,3,11768832,5006000
100,Villarreal C.F.,7,2,49494545,5128000
100,Villarreal C.F.,8,3,26736765,4078500
100,Villarreal C.F.,9,3,48391416,14780000
16,Vitesse,0,3,5380305,1276000
16,Vitesse,10,3,26125715,3691000
16,Vitesse,12,2,17126233,3308500
16,Vitesse,3,4,18414202,3640000
16,Vitesse,4,5,29052426,5367500
16,Vitesse,5,2,15710891,3567500
16,Vitesse,7,1,5497528,786500
16,Vitesse,8,3,27482197,5094500
16,Vitesse,9,2,15291824,1823000
132,Watford,0,4,12958213,3006000
132,Watford,10,2,16102573,2214500
132,Watford,12,4,27638969,4891500
132,Watford,3,5,21272690,5347000
132,Watford,4,4,20508831,4855000
132,Watford,5,1,5504685,885000
132,Watford,7,5,35410377,6490500
132,Watford,8,3,33841038,4805000
27,Werder Bremen,0,3,11269347,3362500
27,Werder Bremen,11,3,47465252,7099000
27,Werder Bremen,12,4,67472913,14426000
27,Werder Bremen,3,3,24705459,3991000
27,Werder Bremen,4,3,25524542,6642000
27,Werder Bremen,5,2,14212514,3660500
27,Werder Bremen,7,3,30128846,7833000
27,Werder Bremen,9,2,26253669,10019000
94,West Ham United,0,3,5738729,4054000
94,West Ham United,12,9,21472985,21536000
94,West Ham United,3,5,38913949,8832500
94,West Ham United,4,4,25030160,7415000
94,West Ham United,5,3,6604321,5919500
94,West Ham United,7,1,15651282,2455000
94,West Ham United,8,2,5339471,7692500
94,West Ham United,9,1,0,3418500
1,Wigan Athletic,0,4,13637306,4093000
1,Wigan Athletic,12,4,37833455,12394000
1,Wigan Athletic,3,5,15995257,6490000
1,Wigan Athletic,4,4,18159140,3960000
1,Wigan Athletic,5,1,9492743,1400500
1,Wigan Athletic,7,2,11143073,5360500
1,Wigan Athletic,8,5,46296692,6470000
1,Wigan Athletic,9,3,27811569,5791500
73,Willem II,0,4,10931794,3204000
73,Willem II,10,4,33933836,6616000
73,Willem II,12,4,13510903,7183000
73,Willem II,3,4,18578545,3445500
73,Willem II,4,4,26511385,4787000
73,Willem II,5,1,3736250,1337500
73,Willem II,7,3,18829838,2481000
73,Willem II,8,2,9247381,1899500
