NAME,REGISTERED POSITION,HEIGHT,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,AGE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ID,CLUB TEAM,Market Value,Salary,Contract Years Remaining,Yearly Wage Raise
Smertin,5,176,71,70,72,85,78,77,72,78,78,80,80,75,80,75,68,83,66,68,72,72,75,81,68,76,50,80,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,31,5,5,490,No Club,0,4642000,2,0.049
Izmailov,8,169,78,47,73,86,85,87,70,88,86,86,80,75,84,80,78,78,76,76,81,60,77,88,80,68,50,66,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,24,6,6,491,No Club,0,11525000,3,0.067
Bilyaletdinov,9,185,73,49,73,78,78,81,78,82,80,76,74,73,74,73,72,81,73,60,65,67,75,80,80,68,50,69,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,492,No Club,0,3908000,4,0.013
Arshavin,11,172,74,46,69,78,83,82,74,84,82,80,74,69,80,74,72,77,70,67,70,62,75,81,80,67,50,68,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,25,7,7,493,No Club,0,4741000,3,0.012
Kerzhakov,12,175,79,34,66,80,86,88,82,85,80,82,70,68,69,68,80,80,81,60,57,65,80,80,83,68,50,67,5,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,6,6,494,Sevilla F.C.,15984254,4785000,5,0.015
Ovchinnikov,0,188,30,85,89,64,63,66,86,69,41,53,50,55,60,68,38,80,43,37,38,40,75,44,55,77,85,78,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,35,4,4,495,No Club,0,2659000,2,0.035
Ignashevitch,3,186,60,80,82,80,75,69,72,70,71,63,78,73,82,74,66,81,63,72,76,72,81,78,57,69,50,77,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,27,5,5,496,CSKA Moskva,7745197,5058000,5,0.006
Zyryanov,3,176,66,67,72,83,80,76,73,73,72,75,73,76,73,62,77,74,73,70,72,70,74,77,65,67,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,497,No Club,0,2337000,4,0.0
Kolodin,3,187,50,74,85,80,74,68,73,70,69,70,64,68,71,70,57,95,60,55,55,78,74,68,60,70,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,498,No Club,0,3520000,5,0.004
Aldonin,5,179,63,70,80,85,75,70,73,74,75,70,81,79,78,75,64,76,63,60,67,69,75,80,60,70,50,78,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,26,5,5,499,CSKA Moskva,6654208,2755000,4,0.021
Gusev,8,180,77,56,76,82,81,76,70,76,80,74,75,75,84,78,72,79,70,80,78,67,73,81,75,73,50,70,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,29,5,5,500,CSKA Moskva,6664500,4042000,4,0.035
Semak,9,177,75,60,78,84,80,77,75,75,80,76,78,73,80,73,64,84,70,67,72,70,73,79,75,75,50,81,6,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,501,No Club,0,5610000,3,0.008
Semshov,9,169,74,48,72,78,80,77,70,76,80,74,78,69,80,72,75,77,74,71,72,63,74,80,71,67,50,68,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,6,6,502,No Club,0,3410000,2,0.008
Titov,9,186,78,60,71,84,80,75,75,76,85,74,87,83,83,82,78,83,82,83,86,70,69,87,72,78,50,77,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,A,30,5,5,503,Spartak Moskva,11984316,8576000,4,0.079
Pavlyuchenko,12,188,77,36,78,76,81,73,76,74,76,72,74,68,66,64,77,77,74,57,65,70,73,80,77,70,50,73,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,504,Spartak Moskva,5988249,2775000,3,0.037
Kirichenko,12,174,77,37,68,77,82,84,77,81,78,80,66,67,70,70,78,80,77,80,77,74,76,78,75,70,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,505,No Club,0,4350000,4,0.004
Sychev,12,176,77,34,71,76,87,84,78,86,80,84,75,72,72,67,77,80,81,67,70,75,80,84,80,68,50,69,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,C,23,5,5,506,No Club,0,4513000,3,0.034
Gordon,0,193,35,77,84,63,67,66,83,66,43,43,46,47,57,60,45,78,44,45,40,44,72,45,58,68,80,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,4,4,507,No Club,0,1348000,4,0.001
Pressley,3,183,55,77,82,80,72,69,79,68,66,62,70,65,74,70,58,75,55,55,52,80,74,70,62,76,50,79,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,33,5,5,508,No Club,0,2490000,2,0.036
Weir,3,188,55,78,86,82,68,64,72,63,63,58,66,63,69,69,70,80,70,49,47,80,76,63,60,80,50,80,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,36,5,5,509,Everton,287383,3353000,2,0.005
Alexander,4,180,60,68,76,81,71,70,75,69,67,69,71,68,77,73,68,82,67,73,72,70,69,74,65,72,50,71,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,35,5,5,510,No Club,0,2409000,1,0.01
Ian Murray,4,183,66,68,75,82,78,74,70,73,76,75,73,72,73,74,67,81,65,60,62,67,75,73,69,79,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,4,4,511,Rangers,5978570,2785000,3,0.05
Dailly,3,183,59,75,78,80,74,73,72,70,69,70,69,67,71,72,63,76,65,65,58,78,75,70,60,81,50,73,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,33,5,5,512,West Ham United,972342,2448000,2,0.025
Fletcher,7,183,72,60,80,82,80,75,71,75,80,78,80,74,85,75,65,78,62,70,75,68,71,82,70,63,50,73,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,5,5,513,Manchester United,13295780,4096000,4,0.036
B. Ferguson,5,178,76,70,77,83,78,80,75,79,85,73,86,80,88,85,80,77,78,83,84,68,72,86,80,78,50,77,6,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,A,28,5,5,514,Rangers,16126043,8420000,3,0.066
Hartley,7,173,76,65,70,86,79,77,77,75,80,77,77,74,82,73,75,77,76,84,83,71,77,80,73,78,50,78,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,515,No Club,0,7091000,5,0.05
McCulloch,12,185,76,53,83,80,76,78,75,74,72,75,70,68,73,75,75,81,78,61,67,83,81,73,75,70,50,74,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,28,5,5,516,Wigan Athletic,5270011,3017000,5,0.041
Miller,12,175,76,39,75,80,82,87,88,82,75,78,69,70,64,63,82,77,84,55,60,77,83,80,87,72,50,65,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,517,Celtic,12011154,6362000,4,0.04
Marshall,0,191,30,75,82,60,69,72,92,75,53,52,56,53,63,62,35,80,36,38,37,65,82,58,65,72,80,66,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,21,4,4,518,Celtic,6283414,1890000,2,0.007
Neil Alexander,0,185,30,76,79,60,65,66,84,65,48,47,50,48,53,65,40,80,43,40,43,45,78,49,62,70,77,70,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,4,4,519,No Club,0,932000,4,0.034
Gary Caldwell,3,185,53,80,81,79,75,74,75,75,68,72,65,70,68,70,55,75,55,48,53,73,80,69,60,69,50,70,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,520,Celtic,7416474,3177000,3,0.011
Steve Caldwell,3,191,56,78,85,83,75,76,78,71,69,70,72,70,75,73,57,80,57,60,58,73,77,72,55,79,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,26,6,6,521,Sunderland,7231878,3738000,5,0.028
Webster,3,183,52,74,83,83,73,70,73,68,65,62,68,65,70,66,57,73,54,55,50,75,80,66,58,67,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,522,Wigan Athletic,5589376,1786000,2,0.032
Anderson,3,180,55,75,78,81,75,73,76,74,69,71,71,67,70,70,57,77,60,57,60,77,80,70,60,78,50,76,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,523,No Club,0,3208000,4,0.038
Quashie,7,175,70,67,78,88,78,79,80,75,74,77,82,70,74,65,70,82,70,70,66,72,68,75,75,78,50,78,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,8,7,524,No Club,0,4058000,3,0.014
McFadden,11,178,75,42,71,77,80,83,74,80,85,78,71,74,69,74,73,82,77,66,60,62,75,82,80,72,50,70,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,23,4,3,525,Everton,13239189,3859000,3,0.026
Maloney,8,170,76,40,65,85,82,85,72,87,83,83,70,70,75,71,75,75,74,78,77,68,78,79,82,69,50,65,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B,23,5,5,526,Celtic,16132714,4569000,2,0.049
O'Connor,12,182,74,37,78,79,81,83,82,77,73,77,68,66,66,67,75,78,78,63,60,75,76,75,84,67,50,68,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,527,No Club,0,3039000,5,0.031
Boyd,12,183,80,38,77,77,80,78,78,72,73,76,69,67,65,71,80,79,80,65,58,79,77,73,81,69,50,66,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,528,Rangers,8779550,2848000,5,0.021
Riordan,12,180,77,35,75,81,80,80,80,77,75,78,70,66,66,68,78,80,80,78,74,71,75,76,80,67,50,70,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,6,6,529,Celtic,11033924,3547000,3,0.043
Jevric,0,187,30,83,86,56,65,67,85,68,48,55,51,48,60,64,39,75,38,37,37,46,83,55,67,68,83,76,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,4,4,530,No Club,0,2727000,2,0.014
Gavrancic,3,191,62,83,89,82,74,69,84,69,68,76,71,70,65,68,60,83,64,74,70,84,72,69,73,72,50,75,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,A,28,5,5,531,Dynamo Kiev,9371746,5189000,2,0.047
Krstajic,3,191,60,82,82,88,81,76,78,66,66,70,69,76,72,75,66,88,72,75,80,84,87,69,80,75,50,78,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,32,5,5,532,Schalke 04,5065111,9160000,2,0.065
N. Djordjevic,3,183,60,74,80,80,74,74,74,74,70,70,66,73,74,75,56,78,66,58,62,72,77,69,69,70,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,533,No Club,0,2342000,3,0.01
Dragutinovic,4,184,68,70,79,83,77,73,68,74,75,77,72,73,81,75,65,78,64,77,80,70,71,77,67,81,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,4,4,534,Sevilla F.C.,3889617,3325000,5,0.035
Duljaj,5,175,63,77,73,84,75,70,76,73,74,68,75,73,77,75,65,81,64,61,64,69,75,78,60,71,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,A,26,5,5,535,Shakhtar Donetsk,6626224,2815000,4,0.02
Nadj,5,174,58,70,71,83,74,78,76,74,68,70,66,70,73,67,55,76,60,60,57,66,74,73,60,72,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,5,5,536,No Club,0,2199000,3,0.017
Konko,8,175,70,56,82,82,77,74,74,76,83,77,67,68,72,75,58,75,57,60,65,73,77,73,69,66,50,70,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,5,5,537,Siena,8847463,3077000,3,0.014
P. Djordjevic,8,184,80,59,74,82,77,76,67,75,85,76,80,70,86,84,74,85,77,91,89,60,67,90,73,72,50,79,7,5,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,B,34,3,4,538,Olympiacos Piraeus,2511791,10307000,1,0.014
Kezman,12,179,87,32,76,81,87,88,93,86,85,86,71,73,70,72,85,84,87,70,70,79,84,83,97,75,50,70,4,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,A,27,6,6,539,Fenerbahçe,30695567,18965000,4,0.078
Milosevic,12,186,86,36,86,77,77,73,77,75,78,75,75,72,63,66,83,88,85,68,58,88,79,84,78,73,50,68,5,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,33,4,4,540,C.A. Osasuna,2501842,6551000,1,0.032
Kovacevic,0,185,30,80,86,58,65,64,80,64,47,46,48,45,57,60,40,82,36,35,43,45,74,49,53,71,77,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,4,4,541,No Club,0,1321000,1,0.029
Stojkovic,0,195,30,80,82,62,66,69,86,68,55,50,53,50,60,58,43,84,42,42,45,46,80,53,61,70,78,66,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,4,4,542,FC Nantes-Atlantique,4578989,1626000,4,0.011
Capuano,4,185,68,74,82,80,75,74,72,71,73,71,75,66,75,75,58,76,64,66,67,77,79,74,75,73,50,73,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,543,Palermo,7537423,2493000,4,0.018
Dudic,3,183,60,75,80,83,78,75,73,73,71,70,70,68,76,70,60,77,63,60,49,80,80,68,60,72,50,69,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,6,6,544,No Club,0,2571000,2,0.037
Petkovic,3,190,53,78,89,80,68,65,70,71,71,64,72,75,68,73,54,83,55,50,48,76,72,68,58,78,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,5,5,545,No Club,0,3506000,3,0.04
Basta,8,183,71,55,79,78,78,72,73,75,80,72,77,80,80,70,67,76,65,60,65,80,81,80,75,66,50,68,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,6,6,546,No Club,0,4055000,4,0.032
Ergic,8,186,74,56,80,82,78,81,74,76,82,84,75,74,77,76,69,85,73,70,72,67,77,84,75,67,50,73,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,25,6,6,547,No Club,0,6070000,4,0.055
Koroman,8,175,69,65,70,82,79,80,71,81,75,77,75,75,83,75,65,80,62,61,71,66,75,77,70,70,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,548,No Club,0,3770000,5,0.014
Vukic,9,182,79,45,80,84,84,79,71,76,84,72,79,75,77,74,76,87,73,78,81,75,79,82,71,68,50,72,6,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,549,Shakhtar Donetsk,11858725,6392000,4,0.038
Sasa Ilic,9,178,78,62,69,78,78,78,80,73,75,75,78,83,78,78,81,84,81,78,75,66,69,80,80,71,50,75,6,6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,550,Galatasaray,9186609,6844000,2,0.074
Ljuboja,12,189,82,36,87,83,80,85,77,80,78,80,70,72,65,64,73,88,74,65,60,76,81,77,75,60,50,62,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A,28,6,6,551,Hamburger S.V.,7881077,5130000,3,0.041
Zigic,12,202,79,36,96,75,75,69,80,73,75,68,73,68,62,72,77,83,77,67,50,83,70,75,77,70,50,69,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,552,No Club,0,4390000,3,0.033
Contofalsky,0,191,30,78,88,63,66,67,86,68,44,42,45,46,52,65,44,84,44,43,41,46,83,44,56,71,77,74,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,4,4,553,No Club,0,1738000,5,0.049
Skrtel,3,191,50,79,84,82,73,68,78,68,65,63,70,66,69,72,55,76,58,58,55,78,78,67,55,71,50,76,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,21,5,5,554,No Club,0,3349000,3,0.01
Kratochvil,3,187,52,77,86,80,69,67,70,66,65,63,67,65,70,73,56,78,55,56,53,77,75,67,57,70,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,5,5,555,No Club,0,2440000,2,0.044
Zabavnik,4,183,67,65,78,81,75,71,70,70,77,70,77,70,80,74,60,76,62,57,53,67,73,80,69,70,50,75,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,556,No Club,0,1910000,2,0.044
Had,4,189,66,67,82,80,75,72,74,69,72,70,72,72,73,75,59,79,64,60,65,75,75,69,67,72,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,24,4,4,557,No Club,0,2388000,5,0.0
Petras,4,186,59,70,80,79,74,73,72,68,67,70,64,67,73,77,64,74,65,54,53,64,77,65,60,65,50,71,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,558,No Club,0,1918000,3,0.017
Karhan,7,189,74,68,82,84,78,72,73,73,75,76,77,75,81,77,66,85,66,72,65,69,74,78,71,72,50,82,6,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,A,30,5,5,559,VFL Wolfsburg,4937778,4731000,3,0.02
Hlinka,7,188,62,71,84,81,72,71,74,72,73,72,72,71,68,73,58,74,62,58,57,78,78,69,63,70,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,27,6,6,560,No Club,0,2766000,5,0.007
Hodur,9,178,75,45,70,77,76,75,68,75,80,73,78,73,82,74,69,77,69,78,82,64,73,81,70,68,50,69,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,27,4,4,561,No Club,0,3370000,2,0.009
Holosko,11,185,72,40,80,76,80,81,70,80,78,80,71,68,70,74,73,78,73,65,67,65,76,77,80,66,50,66,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,22,5,5,562,No Club,0,3559000,3,0.048
Vittek,12,187,79,37,83,80,76,74,80,74,78,75,72,67,63,67,78,83,77,61,55,83,75,75,78,72,50,70,6,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,6,6,563,F.C. Nurnberg,8708309,3261000,3,0.05
König,0,188,40,78,87,56,63,62,84,65,45,42,50,47,57,68,35,81,35,38,38,40,72,45,52,72,80,73,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,34,4,4,564,No Club,0,1752000,2,0.016
Durica,3,188,65,75,78,82,77,78,76,74,76,74,72,65,76,71,62,77,63,60,66,71,75,76,62,70,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,4,4,565,No Club,0,2379000,4,0.023
Marek Cech,4,180,66,62,76,80,78,78,69,75,73,72,69,70,81,80,61,79,60,70,74,67,75,74,70,66,50,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,4,4,566,FC Porto,7469604,3008000,2,0.021
Gresko,4,183,76,57,72,80,82,78,68,74,75,68,76,74,84,85,66,82,68,76,80,64,68,80,72,66,50,68,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,29,4,4,567,F.C. Nurnberg,5800500,3907000,5,0.042
Hanek,5,184,55,72,81,80,73,68,75,75,69,72,68,65,72,73,53,76,55,52,44,78,75,72,60,68,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,A,26,5,5,568,No Club,0,2059000,3,0.024
Valachovic,5,189,60,72,85,79,70,68,68,68,71,66,76,72,77,74,58,83,60,73,65,76,74,70,63,71,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,31,5,5,569,No Club,0,3179000,1,0.009
Krajvcik,7,183,64,59,64,73,75,70,63,73,68,71,69,60,67,66,60,68,62,61,60,62,72,73,71,61,50,66,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,570,No Club,0,1470000,5,0.045
Kisel,8,173,70,55,73,82,81,80,68,76,77,78,70,67,78,75,65,82,69,73,80,77,65,76,77,70,50,72,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,A,29,5,5,571,No Club,0,3911000,5,0.028
Michalik,8,183,74,65,80,78,78,76,74,76,76,77,76,73,77,77,68,80,69,66,66,68,76,80,73,74,50,81,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,4,4,572,No Club,0,3783000,2,0.022
Mintal,9,183,86,42,76,80,78,80,80,77,78,80,75,74,75,74,87,80,83,72,73,75,73,82,80,69,50,85,8,6,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,29,6,5,573,F.C. Nurnberg,11040000,8203000,4,0.056
Reiter,11,180,77,43,73,80,78,80,81,74,78,73,70,69,74,70,77,77,78,65,59,77,74,75,82,74,50,69,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,5,5,574,No Club,0,4161000,1,0.032
S. Nemeth,12,181,78,46,77,79,83,85,80,84,81,79,75,78,78,72,82,79,83,78,72,63,71,80,73,70,50,78,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,575,T.V.S. Alemannia Aachen,8350500,5765000,5,0.047
B. Mavric,0,194,30,78,90,61,65,66,86,65,42,43,47,43,54,70,35,85,36,38,38,42,66,42,55,74,76,69,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,36,4,4,576,No Club,0,1201000,1,0.027
Cesar,3,191,53,72,80,79,74,68,66,68,66,64,75,70,79,74,55,77,55,55,55,77,71,72,58,66,50,67,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,577,Olympique de Marseille,5157049,1629000,5,0.008
Knavs,3,191,60,77,88,75,70,67,74,67,68,63,70,69,72,66,60,86,68,69,66,75,73,68,64,75,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,A,30,5,5,578,No Club,0,3347000,5,0.011
Mavric,3,186,55,75,84,80,75,68,75,70,65,67,66,69,66,68,58,80,59,58,55,80,76,66,58,70,50,72,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,579,No Club,0,2949000,5,0.018
Filekovic,6,190,68,57,85,84,73,68,69,70,79,68,73,64,75,66,58,80,61,58,65,70,75,76,70,70,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,4,4,580,No Club,0,2181000,2,0.009
Zlogar,5,190,72,61,87,76,72,67,72,66,73,68,72,67,73,77,72,83,70,60,62,72,67,72,70,76,50,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,581,No Club,0,2359000,2,0.013
Pokorn,8,175,71,63,69,82,77,77,68,74,74,76,67,68,72,71,60,77,59,59,65,67,75,70,70,69,50,71,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,582,No Club,0,2018000,2,0.03
Komac,8,176,70,58,66,79,76,77,67,74,75,75,69,68,75,80,66,79,68,62,66,68,75,74,71,68,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,583,Djurgardens IF,4417482,2223000,5,0.041
Koren,9,175,70,43,70,82,82,82,67,77,80,77,78,69,75,73,70,80,67,68,70,61,73,80,69,70,50,72,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,26,5,5,584,No Club,0,3703000,3,0.018
