overall,id,player_name,position_name,registered_position,age,nationality,height,weight,club_id,attack,defense,balance,stamina,top_speed,acceleration,technique,mentality,team_work,consistency
81,2118,Moussilou,Unknown,12,24,France,182,82,108,80,41,73,77,88,88,78,68,64,5
81,2135,Rothen,Unknown,8,28,France,177,74,14,79,52,72,80,81,78,83,68,70,6
81,2139,Alonzo,Unknown,0,33,France,186,83,36,40,81,83,65,66,70,60,70,69,5
81,2146,Amara Diané,Unknown,10,24,Cote d'Ivoire,181,74,36,74,42,81,82,81,80,80,70,68,3
81,2157,Cheyrou,Unknown,7,28,France,185,86,101,73,57,80,78,80,80,82,72,69,5
81,2158,Moreira,Unknown,12,29,France,177,75,101,83,46,79,86,84,83,80,72,73,6
81,2159,Hadji,Unknown,11,26,Morocco,183,70,101,77,49,71,80,82,84,85,71,77,6
81,2160,Monterrubio,Unknown,10,30,France,171,69,101,80,43,69,84,84,82,78,75,75,6
81,2164,Adailton,Unknown,3,22,Brazil,190,86,101,52,74,83,80,73,71,75,69,69,5
81,2182,Feindouno,Unknown,8,25,Guinea,176,69,43,80,37,74,72,84,81,86,70,73,5
81,2183,Ilan,Unknown,12,26,Brazil,181,70,43,81,34,85,82,84,82,80,65,70,6
81,2184,Piquionne,Unknown,12,27,Martinique,188,77,43,83,33,85,80,83,79,80,62,69,5
81,2252,Douchez,Unknown,0,26,France,185,77,102,30,80,82,65,65,67,44,68,70,4
81,2296,Grondin,Unknown,0,32,France,178,78,115,30,80,79,62,65,66,56,70,73,5
81,2336,Ivan,Unknown,0,33,Italy,182,78,114,30,81,83,61,65,70,58,82,68,5
81,2346,Zampagna,Unknown,12,31,Italy,183,80,114,80,35,84,81,78,72,76,77,75,5
81,2368,Fortin,Unknown,0,32,Italy,186,76,126,30,79,78,57,68,71,42,73,69,4
81,2378,Pantanelli,Unknown,0,35,Italy,185,81,42,30,79,81,58,64,65,43,78,75,4
81,2401,D'Anna,Unknown,3,34,Italy,181,76,87,55,85,80,78,71,70,68,80,85,6
81,2407,Luciano,Unknown,8,31,Brazil,181,77,87,74,48,84,80,83,80,80,67,66,4
81,2434,Almiron,Unknown,7,25,Argentina,180,76,65,74,60,76,84,77,75,82,67,78,5
81,2444,Vannucchi,Unknown,9,29,Italy,180,73,65,75,58,70,82,76,75,85,75,77,6
81,2449,Di Loreto,Unknown,3,31,Italy,186,85,83,58,82,84,81,75,74,72,75,80,6
81,2454,Santana,Unknown,11,24,Argentina,180,72,37,76,55,73,83,78,83,83,70,72,4
81,2478,Orlandoni,Unknown,0,34,Italy,186,78,64,30,81,80,62,67,69,50,76,71,5
81,2485,Ledesma,Unknown,5,24,Argentina,180,78,80,74,65,75,82,78,76,82,70,82,7
81,2509,Bakayoko,Unknown,12,29,Cote d'Ivoire,183,75,81,82,28,83,75,81,84,77,70,67,5
81,2515,Pfertzel,Unknown,6,25,France,182,75,81,67,60,72,83,83,83,74,65,73,4
81,2530,Di Napoli,Unknown,12,32,Italy,177,75,24,78,32,81,82,78,82,84,70,67,5
81,2553,Borriello,Unknown,12,24,Italy,180,73,67,77,35,81,78,82,84,80,65,65,5
81,2558,Fontana,Unknown,0,39,Italy,186,77,122,30,85,77,56,65,75,41,78,73,5
81,2567,Agliardi,Unknown,0,23,Italy,190,80,82,30,80,83,60,66,68,50,68,70,5
81,2580,F. Couto,Unknown,3,37,Portugal,184,84,121,57,80,83,75,72,69,59,72,73,5
81,2581,Coly,Unknown,4,33,Senegal,179,81,99,66,71,81,86,81,74,70,70,67,5
81,2585,Gasbarroni,Unknown,9,25,Italy,175,68,99,73,48,71,77,82,85,83,68,72,5
81,2635,Cassetti,Unknown,4,29,Italy,187,80,79,77,65,82,87,82,73,80,74,85,6
81,2636,Tonetto,Unknown,4,31,Italy,180,73,79,75,61,74,85,84,80,77,78,82,6
81,2647,Volpi,Unknown,7,32,Italy,174,69,125,70,72,71,83,74,73,83,80,86,7
81,2651,Bonazzoli,Unknown,12,27,Italy,192,84,125,82,45,87,80,75,76,79,73,75,5
81,2666,Portanova,Unknown,3,27,Italy,185,78,95,59,77,85,80,74,69,71,70,70,5
81,2682,Giovinco,Unknown,9,19,Italy,164,62,14,67,41,69,75,81,83,84,68,66,4
81,2693,Rosina,Unknown,8,22,Italy,175,69,83,73,46,72,78,82,84,80,69,70,4
81,2703,Fiore,Unknown,9,31,Italy,181,75,38,80,55,80,83,75,78,85,72,92,7
81,2704,Muzzi,Unknown,12,35,Italy,178,76,83,80,39,81,77,81,80,81,78,77,6
81,2742,Mols,Unknown,12,35,Netherlands,177,81,73,81,46,80,84,78,77,82,72,83,6
81,2760,Huntelaar,Unknown,12,23,Netherlands,186,78,14,85,40,84,80,76,75,82,69,77,6
81,2761,Gentenaar,Unknown,0,31,Netherlands,180,82,14,30,83,79,60,68,69,53,70,71,5
81,2777,Sinouh,Unknown,0,31,Morocco,182,75,29,30,80,83,65,65,70,56,70,72,4
81,2816,De Guzman,Unknown,7,19,Canada,173,69,15,72,62,72,88,81,83,81,66,73,7
81,2828,Boussaboun,Unknown,12,27,Morocco,176,82,15,80,35,80,79,79,82,80,78,66,5
81,2829,Van Hooijdonk,Unknown,12,36,Netherlands,193,87,15,84,46,90,74,74,78,84,79,75,6
81,2879,Pieckenhagen,Unknown,0,34,Germany,186,84,131,40,80,82,60,61,64,46,76,73,5
81,2908,Leonardo,Unknown,10,23,Brazil,173,72,136,75,38,73,75,83,86,80,63,60,4
81,2951,Reiziger,Unknown,4,33,Netherlands,178,75,56,66,80,74,81,81,79,71,71,71,6
81,2952,De Jong,Unknown,9,29,Netherlands,183,76,139,75,56,75,85,78,74,82,77,85,6
81,2953,Aissati,Unknown,9,18,Netherlands,174,65,91,73,60,72,82,76,81,85,65,80,7
81,2978,Kujovic,Unknown,0,28,Serbia and Montenegro,184,79,137,30,83,78,65,72,75,47,74,73,5
81,3002,Ponk,Unknown,0,35,Netherlands,191,96,112,30,81,90,56,64,63,48,76,68,5
81,3053,Van der Gun,Unknown,12,27,Netherlands,178,75,17,76,32,73,80,84,87,84,66,60,3
81,3054,Nelisse,Unknown,12,28,Netherlands,187,74,17,79,27,87,78,82,74,80,66,65,4
81,3102,Redan,Unknown,12,26,Netherlands,186,85,73,78,36,83,78,83,78,82,69,68,5
81,3111,Bobson,Unknown,10,25,Netherlands,174,72,73,77,29,78,77,83,82,81,65,60,4
81,3122,Yeste,Unknown,8,26,Spain,183,69,138,80,50,74,80,81,82,86,75,75,6
81,3139,Belletti,Unknown,4,30,Brazil,179,74,121,73,66,74,91,80,81,70,70,69,6
81,3142,Gudjohnsen,Unknown,11,28,Iceland,183,83,118,86,56,84,85,81,79,85,78,92,8
81,3143,Ezquerro,Unknown,12,29,Spain,181,73,24,80,50,76,82,81,82,80,74,75,5
81,3151,Doblas,Unknown,0,26,Spain,185,79,67,30,80,83,63,66,70,47,70,75,5
81,3156,Edu,Unknown,8,27,Brazil,182,74,67,81,50,78,82,82,80,84,69,71,6
81,3160,Lembo,Unknown,3,28,Uruguay,185,75,67,61,82,85,75,72,68,72,74,75,5
81,3181,Baiano,Unknown,12,27,Brazil,185,84,92,83,40,83,78,78,80,79,76,69,6
81,3187,Jorge,Unknown,9,25,Spain,181,75,92,75,48,74,78,84,82,82,74,73,5
81,3190,De Ridder,Unknown,10,22,Netherlands,185,75,92,71,42,77,75,82,81,86,65,65,4
81,3191,Guayre,Unknown,12,26,Spain,177,75,92,80,43,74,79,86,87,83,68,68,5
81,3195,Andrade,Unknown,3,28,Portugal,184,73,62,57,86,85,83,86,83,70,69,71,5
81,3217,Gallardo,Unknown,8,26,Spain,172,66,119,77,53,72,82,83,80,82,71,68,4
81,3218,Diego Tristán,Unknown,12,30,Spain,186,79,69,83,37,84,77,77,78,85,72,80,5
81,3236,Moha,Unknown,8,29,Morocco,166,70,105,77,54,73,79,84,82,78,68,67,4
81,3250,Luis García C.,Unknown,0,27,Spain,186,80,93,30,80,81,64,66,68,50,73,75,4
81,3270,Makukula,Unknown,12,25,DR Congo,192,92,123,79,37,86,74,81,74,74,63,66,4
81,3304,Dehu,Unknown,3,34,France,186,78,75,53,82,84,76,70,63,73,82,65,6
81,3305,Álvaro,Unknown,3,27,Brazil,182,83,75,60,77,83,82,84,74,67,66,73,4
81,3327,Mista,Unknown,12,27,Spain,184,74,20,86,48,77,79,82,80,78,67,74,6
81,3342,M. Diarra,Unknown,5,25,Mali,183,76,54,60,71,83,87,86,82,77,69,78,5
81,3344,Diego López,Unknown,0,24,Spain,196,87,54,30,75,86,59,65,63,49,70,70,4
81,3353,Nunes,Unknown,3,29,Portugal,185,82,69,55,82,85,78,70,69,64,67,73,5
81,3359,Maxi Lopez,Unknown,12,22,Argentina,187,81,69,79,38,86,75,82,77,81,65,63,5
81,3371,Ricardo Lopez,Unknown,0,34,Spain,187,83,97,30,81,85,57,65,68,49,72,65,5
81,3389,Valdo,Unknown,9,25,Spain,184,73,97,78,55,74,78,85,86,82,70,70,5
81,3394,Pablo Alfaro,Unknown,3,37,Spain,185,82,139,58,82,83,80,72,70,68,75,75,5
81,3402,Rubén Castro,Unknown,12,25,Spain,174,72,139,80,37,72,81,84,85,80,72,68,5
81,3413,Óscar Serrano,Unknown,8,25,Spain,175,73,139,76,47,75,77,87,84,78,67,65,6
81,3441,A. Palop,Unknown,0,33,Spain,184,77,47,30,80,79,57,66,68,42,72,69,5
81,3448,Jesús Navas,Unknown,8,20,Spain,170,60,47,70,59,66,78,82,80,80,65,62,5
81,3459,Fernando Sales,Unknown,8,29,Spain,171,72,47,75,51,69,82,81,83,79,69,71,6
81,3467,Tavano,Unknown,12,27,Italy,173,71,89,80,45,70,83,85,83,83,70,72,5
81,3472,Edu,Unknown,7,28,Brazil,189,80,5,75,65,83,84,75,74,81,70,80,6
81,3488,Barbosa,Unknown,0,22,Argentina,185,77,100,35,80,75,65,69,75,53,70,69,5
81,3518,Proto,Unknown,0,23,Belgium,184,75,6,30,80,79,62,67,70,49,70,68,5
81,3524,Schollen,Unknown,0,28,Belgium,190,79,6,30,76,88,65,66,68,43,70,76,4
81,3525,Iezzo,Unknown,0,33,Italy,187,82,128,30,78,80,65,70,67,57,71,72,5
81,3546,Blondel,Unknown,7,22,Belgium,172,64,4,70,55,69,83,78,79,84,72,75,5
81,3547,Englebert,Unknown,8,30,Belgium,179,68,4,76,64,71,85,76,74,82,72,84,6
81,3571,Simak,Unknown,9,28,Czech Republic,182,76,141,78,54,78,77,79,81,83,64,67,5
81,3591,Rensing,Unknown,0,22,Germany,188,86,5,30,78,82,56,65,68,52,69,69,4
81,3610,Rivaldo,Unknown,11,34,Brazil,186,75,34,83,34,84,73,78,75,94,67,62,3
81,3613,Lemmens,Unknown,0,30,Belgium,188,77,129,30,76,78,57,66,67,48,72,70,5
81,3619,H. Babangida,Unknown,10,24,Nigeria,167,66,28,71,30,70,83,90,86,71,63,58,3
81,3621,Konstantinou,Unknown,12,28,Cyprus,184,80,28,82,38,84,80,77,79,78,76,70,5
81,3634,Biscan,Unknown,5,28,Croatia,190,80,32,70,77,86,78,76,72,78,72,72,5
81,3635,González,Unknown,9,26,Argentina,178,76,32,75,55,73,77,79,82,83,69,67,4
81,3651,Chiellini,Unknown,4,22,Italy,186,76,14,72,74,84,83,82,73,73,66,70,4
81,3668,Baronio,Unknown,7,28,Italy,177,73,80,73,64,80,83,79,76,84,72,81,4
81,3686,Moretto,Unknown,0,28,Brazil,195,94,70,38,79,89,60,67,65,52,76,70,5
81,3699,Nuno Assis,Unknown,9,28,Portugal,168,63,70,75,50,69,80,79,84,82,70,73,6
81,3700,Marcel,Unknown,12,24,Brazil,187,87,70,78,31,84,78,78,78,80,67,66,4
81,3711,Anderson,Unknown,9,18,Brazil,176,69,91,72,33,70,78,80,85,85,55,65,5
81,3713,Sektioui,Unknown,10,29,Morocco,182,73,91,76,40,71,82,80,82,77,67,70,4
81,3714,Alan,Unknown,8,27,Brazil,180,70,91,75,40,72,80,81,81,80,66,63,3
81,3716,Bruno Alves,Unknown,3,24,Portugal,187,83,91,58,74,84,81,76,72,67,62,65,4
81,3718,Jorginho,Unknown,11,29,Brazil,178,72,91,76,45,73,85,83,86,75,70,70,5
81,3729,Anderson Polga,Unknown,3,27,Brazil,182,79,88,63,79,84,80,72,76,73,70,68,5
81,3735,Romagnoli,Unknown,9,25,Argentina,172,61,88,79,44,72,75,78,80,83,68,68,4
81,3737,Liedson,Unknown,12,28,Brazil,175,63,88,84,30,70,79,81,86,81,70,71,6
81,3743,Farnerud,Unknown,7,26,Sweden,178,70,88,70,68,79,86,80,78,83,66,70,5
81,3748,McManus,Unknown,3,24,Scotland,188,81,46,55,80,84,80,73,72,66,71,70,4
81,3752,Nakamura,Unknown,9,28,Japan,178,73,46,77,48,70,85,78,75,86,67,68,5
81,3754,Balde,Unknown,3,31,Guinea,196,84,14,57,80,91,79,74,67,68,66,75,3
81,3760,McGeady,Unknown,8,20,Ireland,178,68,46,72,46,67,73,80,82,84,58,61,3
81,3762,Varga,Unknown,3,34,Slovakia,196,93,76,59,82,89,74,66,65,72,79,73,4
81,3765,Wallace,Unknown,8,21,Scotland,168,64,76,72,50,66,76,82,85,77,63,67,4
81,3766,McGregor,Unknown,0,24,Scotland,183,74,9,30,81,80,56,67,69,47,67,65,4
81,3773,Klos,Unknown,0,35,Germany,178,85,9,30,84,79,62,57,63,46,78,72,6
81,3794,Hysén,Unknown,8,24,Sweden,179,79,76,78,35,72,79,84,87,76,70,68,4
81,3813,Delgado,Unknown,9,23,Argentina,182,77,104,78,43,74,79,81,82,84,70,72,6
81,3816,Kursunlu,Unknown,0,25,Turkey,185,80,104,30,77,80,59,69,72,58,65,68,4
81,3848,Carrusca,Unknown,8,23,Argentina,172,68,30,71,50,68,79,81,81,84,64,64,5
81,3851,Ümit Karan,Unknown,12,30,Turkey,181,75,30,81,44,79,79,83,82,75,69,70,5
81,3874,Belkevich,Unknown,9,33,Belarus,181,70,85,79,48,74,74,81,79,84,78,78,5
81,3880,Diogo Rincón,Unknown,9,26,Brazil,185,83,85,78,46,81,85,81,76,86,70,75,5
81,3882,Shatskikh,Unknown,12,28,Uzbekistan,187,77,85,82,44,84,76,84,75,80,76,75,5
81,3938,Baseggio,Unknown,7,28,Belgium,184,82,6,73,63,84,83,74,75,84,80,80,5
81,3962,Julian Gray,Unknown,8,27,England,185,70,58,72,59,77,81,85,83,78,65,68,4
81,3964,Jerome,Unknown,12,19,England,185,85,58,75,38,82,82,84,83,75,77,73,4
81,4000,Hain,Unknown,0,33,Germany,188,87,113,30,82,84,65,64,66,49,76,74,5
81,4023,Straub,Unknown,0,35,Germany,183,77,98,40,85,86,60,62,69,51,80,80,7
81,4025,Klitzpera,Unknown,3,28,Germany,184,79,98,52,80,81,78,78,69,67,67,80,5
81,4034,Hesse,Unknown,0,21,Germany,186,77,98,42,82,86,57,65,74,49,72,75,4
81,4036,Matuzalem,Unknown,7,26,Brazil,175,70,21,75,67,78,85,75,74,84,66,75,4
81,4051,Ramelow,Unknown,5,32,Germany,185,80,25,68,80,85,88,75,72,81,89,83,7
81,4059,Marica,Unknown,12,21,Romania,182,72,21,76,37,79,81,85,87,80,66,69,4
81,4067,Kießling,Unknown,12,22,Germany,191,78,25,78,40,80,80,86,77,78,68,63,4
81,4077,Heimeroth,Unknown,0,25,Germany,194,93,11,30,77,85,57,65,66,54,64,72,5
81,4125,Amanatidis,Unknown,12,24,Greece,181,75,68,78,49,79,84,83,81,82,70,72,5
81,4126,Nikolov,Unknown,0,31,Macedonia,188,86,68,30,80,84,58,69,69,49,71,71,5
81,4135,Weissenberger,Unknown,9,31,Austria,168,65,68,75,48,70,79,82,85,83,69,78,5
81,4142,McKenna,Unknown,3,26,Canada,189,75,140,74,78,86,80,78,78,70,71,78,4
81,4192,Azaouagh,Unknown,8,23,Germany,175,63,110,74,41,66,76,81,84,85,75,69,5
81,4203,Edu,Unknown,11,24,Brazil,185,81,110,77,58,77,86,83,79,80,67,72,5
81,4216,Lauth,Unknown,12,24,Germany,179,74,13,77,46,72,78,85,89,81,72,74,5
81,4217,Sanogo,Unknown,12,23,Cote d'Ivoire,187,82,13,80,35,86,76,84,80,78,67,66,4
81,4231,Fahrenhorst,Unknown,3,29,Germany,190,75,18,56,81,86,73,72,73,73,74,81,6
81,4241,Juric,Unknown,0,31,Australia,196,96,18,30,77,88,58,63,62,47,68,69,5
81,4262,Gimenez,Unknown,12,31,Argentina,182,76,23,80,29,71,85,84,83,80,73,70,5
81,4292,Ernst,Unknown,7,27,Germany,183,80,52,74,70,78,88,81,76,82,72,80,6
81,4333,Bade,Unknown,0,35,Germany,196,90,71,30,83,92,58,63,59,47,75,74,6
81,4334,Shittu,Unknown,3,26,Nigeria,191,102,132,48,77,80,79,72,74,67,72,74,5
81,4356,Reinke,Unknown,0,37,Germany,192,93,27,30,84,80,60,63,60,48,75,74,6
81,4369,Madlung,Unknown,3,23,Germany,193,87,7,60,74,90,75,74,71,68,63,66,4
81,4379,Lenz,Unknown,0,32,Germany,189,88,7,30,78,83,60,60,66,55,69,70,5
81,4381,Quiroga,Unknown,3,28,Argentina,178,72,7,62,81,80,82,78,78,75,69,69,5
81,4463,E. Lavezzi,Unknown,11,22,Argentina,173,75,141,75,40,78,84,82,84,79,68,67,6
81,4509,Mijatovic,Unknown,12,29,Serbia and Montenegro,177,71,141,90,45,73,75,80,84,92,74,74,6
81,4512,K. Andersson,Unknown,12,28,Sweden,193,92,141,87,35,92,80,75,74,80,71,75,6
81,4516,Higuita,Unknown,0,24,Colombia,176,82,141,50,78,78,58,67,70,70,76,74,2
81,4526,Djorkaeff,Unknown,9,38,France,179,74,141,81,42,71,75,76,74,87,67,69,6
81,4528,Le Tissier,Unknown,11,28,England,186,89,141,83,39,75,77,80,77,96,82,70,5
81,4538,Belanov,Unknown,12,26,Ukraine,174,70,141,93,35,70,80,90,91,77,71,75,7
81,4552,Protti,Unknown,12,28,Italy,170,74,141,90,32,72,78,78,84,83,83,77,6
81,4563,R. De Boer,Unknown,9,36,Netherlands,180,77,141,81,61,80,80,75,73,90,75,77,5
81,4580,Pochettino,Unknown,3,34,Argentina,181,81,141,52,83,82,75,77,74,68,81,78,5
81,4645,Palmieri,Unknown,3,19,Italy,188,82,141,27,85,82,75,73,78,65,95,79,6
81,32934,El Zhar,Unknown,11,20,Morocco,165,72,44,66,38,66,78,79,84,83,62,62,4
81,32943,Mozart,Unknown,7,27,Brazil,180,78,2,75,69,80,87,73,74,84,77,80,4
81,32944,Boyarintsev,Unknown,8,28,Russia,174,71,2,75,45,72,81,83,80,78,70,72,4
80,10,Linz,Unknown,12,25,Austria,185,72,94,76,38,81,82,83,86,73,70,68,4
80,24,Stijnen,Unknown,0,25,Belgium,188,81,4,30,76,82,60,66,69,49,72,64,4
80,29,Vandenborre,Unknown,4,19,Belgium,185,78,6,65,72,81,85,78,76,76,63,70,4
80,31,Buffel,Unknown,11,25,Belgium,175,68,9,82,49,83,82,80,83,84,70,72,6
80,35,Vandenbussche,Unknown,0,25,Belgium,196,83,12,30,77,86,61,67,65,46,70,65,4
80,43,Daerden,Unknown,8,24,Belgium,191,82,4,73,47,83,80,82,80,75,67,66,4
80,47,Ivankov,Unknown,0,30,Bulgaria,188,80,141,40,78,81,56,67,65,52,72,69,5
80,62,Wagner,Unknown,4,30,Bulgaria,180,76,141,65,62,80,83,82,80,75,68,65,4
80,64,Dimitrov,Unknown,8,27,Bulgaria,176,69,141,75,42,65,80,80,77,84,68,69,5
80,75,Niko Kovac,Unknown,5,35,Croatia,178,75,141,74,68,78,86,73,70,81,79,73,6
80,76,Srna,Unknown,4,24,Croatia,182,77,21,75,62,74,85,79,77,80,64,68,5
80,77,Babic,Unknown,8,25,Croatia,186,72,25,73,64,83,81,77,80,79,72,75,5
80,111,Heinz,Unknown,11,29,Czech Republic,187,76,43,78,49,80,80,85,80,79,67,68,6
80,113,Stajner,Unknown,12,30,Czech Republic,179,78,18,80,44,80,82,80,76,82,73,75,5
80,127,Christiansen,Unknown,0,26,Denmark,182,86,50,30,77,83,64,65,67,50,69,65,4
80,129,Gravgaard,Unknown,3,28,Denmark,186,88,50,65,75,84,80,68,66,69,72,75,5
80,133,D. Jensen,Unknown,7,27,Denmark,180,73,27,71,66,71,84,80,80,80,68,68,7
80,146,Beckham,Unknown,8,31,England,182,75,8,80,60,75,88,75,73,88,87,75,6
80,156,Hargreaves,Unknown,5,25,England,180,76,53,70,70,74,84,83,75,82,73,90,6
80,159,Downing,Unknown,8,22,England,182,69,3,74,56,71,76,83,84,78,66,70,6
80,179,Kopteff,Unknown,8,27,Finland,180,80,17,74,54,69,84,80,82,80,68,67,5
80,180,Litmanen,Unknown,9,35,Finland,182,82,141,82,55,80,74,75,75,90,84,78,8
80,224,Kehl,Unknown,5,26,Germany,188,80,66,68,76,83,82,75,71,79,70,75,6
80,233,Kyrgiakos,Unknown,3,27,Greece,193,88,68,55,78,89,76,71,67,66,68,73,5
80,244,Kapsis,Unknown,3,33,Greece,182,78,28,45,82,82,80,74,69,71,73,83,6
80,248,Kafes,Unknown,7,28,Greece,180,76,28,75,58,78,76,79,80,82,71,69,6
80,253,Gekas,Unknown,12,26,Greece,179,76,71,80,35,74,81,81,80,77,71,69,5
80,255,Juhasz,Unknown,3,23,Hungary,193,80,6,61,72,86,83,71,69,68,67,67,4
80,262,Huszti,Unknown,6,23,Hungary,172,70,18,69,58,78,81,79,79,78,66,64,4
80,288,Kenny,Unknown,0,28,Ireland,185,89,77,30,78,86,63,65,67,45,75,70,4
80,291,Doherty,Unknown,3,26,Ireland,188,83,141,67,75,85,84,72,70,70,70,62,5
80,299,Doyle,Unknown,12,23,Ireland,180,79,72,78,34,80,78,83,83,76,65,75,5
80,317,Barone,Unknown,7,28,Italy,180,75,83,69,74,81,86,76,75,82,75,82,7
80,323,Kolinko,Unknown,0,31,Latvia,191,97,141,30,77,89,56,63,60,50,72,80,5
80,332,Verpakovskis,Unknown,12,27,Latvia,173,68,85,80,38,70,75,92,86,75,73,73,5
80,348,Mathijsen,Unknown,3,26,Netherlands,183,68,55,56,80,79,80,75,74,67,65,77,6
80,350,Van Bronckhorst,Unknown,4,31,Netherlands,178,75,121,72,70,74,85,81,74,77,79,81,7
80,394,Hangeland,Unknown,3,25,Norway,194,85,50,61,76,88,80,75,72,71,70,72,4
80,395,Bergdolmo,Unknown,3,35,Norway,187,77,50,57,78,84,81,74,70,70,74,75,5
80,405,Lundekvam,Unknown,3,33,Norway,190,83,141,47,83,83,78,69,67,69,67,72,4
80,409,Valencia,Unknown,8,27,Norway,180,70,141,74,41,74,82,81,80,77,68,68,4
80,411,Braaten,Unknown,10,24,Norway,184,88,86,74,46,82,80,84,75,83,71,67,4
80,425,Zurawski,Unknown,11,30,Poland,180,74,46,78,45,75,83,79,81,80,66,67,6
80,429,Dudka,Unknown,4,22,Poland,183,80,141,67,64,78,84,78,78,75,70,78,5
80,432,Mila,Unknown,9,24,Poland,178,67,141,75,62,71,85,81,78,79,70,73,5
80,439,F. Meira,Unknown,3,28,Portugal,190,85,94,59,82,84,79,74,70,74,74,83,5
80,450,Paulo Santos,Unknown,0,33,Portugal,182,84,141,35,83,82,60,67,73,52,80,81,5
80,453,Paulo Ferreira,Unknown,4,27,Portugal,182,76,35,70,78,78,88,75,76,74,70,83,6
80,455,Tiago,Unknown,7,25,Portugal,183,75,55,73,65,79,84,73,72,83,70,80,6
80,456,Hugo Viana,Unknown,9,23,Portugal,181,73,7,72,45,64,72,83,79,85,65,66,6
80,459,Nuno Gomes,Unknown,12,30,Portugal,181,72,70,83,45,80,78,81,80,81,75,76,6
80,462,Tamas,Unknown,3,22,Romania,188,79,92,62,76,84,77,82,81,75,69,70,4
80,465,Rat,Unknown,4,25,Romania,178,72,21,70,64,72,84,83,82,75,69,73,5
80,471,Mazilu,Unknown,12,24,Romania,181,70,141,77,38,78,79,82,81,82,68,76,5
80,474,N. Dorin Goian,Unknown,3,25,Romania,194,83,141,51,75,87,77,72,70,66,66,67,3
80,480,Nicolita,Unknown,9,21,Romania,175,71,84,68,54,72,83,82,85,77,64,68,5
80,481,D. Niculae,Unknown,11,24,Romania,185,76,10,77,48,76,81,84,82,80,73,70,5
80,483,M. Niculae,Unknown,12,25,Romania,184,74,121,79,40,82,75,80,75,80,70,69,5
80,486,Sennikov,Unknown,4,30,Russia,183,74,141,58,75,78,82,83,80,73,69,77,6
80,489,Loskov,Unknown,9,32,Russia,178,75,141,81,56,73,81,75,73,86,73,77,7
80,501,Semak,Unknown,9,30,Russia,177,74,141,75,60,78,84,80,77,79,75,81,6
80,506,Sychev,Unknown,12,23,Russia,176,73,94,77,34,71,76,87,84,84,68,69,4
80,509,Weir,Unknown,3,36,Scotland,188,86,90,55,78,86,82,68,64,63,80,80,5
80,513,Fletcher,Unknown,7,22,Scotland,183,83,34,72,60,80,82,80,75,82,63,73,6
80,515,Hartley,Unknown,7,30,Scotland,173,67,141,76,65,70,86,79,77,80,78,78,6
80,527,O'Connor,Unknown,12,23,Scotland,182,72,141,74,37,78,79,81,83,75,67,68,5
80,541,Kovacevic,Unknown,0,31,Serbia and Montenegro,185,84,141,30,80,86,58,65,64,49,71,70,4
80,545,Petkovic,Unknown,3,32,Serbia and Montenegro,190,88,141,53,78,89,80,68,65,68,78,76,5
80,554,Skrtel,Unknown,3,21,Slovakia,191,81,8,50,79,84,82,73,68,67,71,76,6
80,564,König,Unknown,0,34,Slovakia,188,80,141,40,78,87,56,63,62,45,72,73,5
80,575,S. Nemeth,Unknown,12,29,Slovakia,181,75,98,78,46,77,79,83,85,80,70,78,6
80,576,B. Mavric,Unknown,0,36,Slovenia,194,98,141,30,78,90,61,65,66,42,74,69,4
80,584,Koren,Unknown,9,26,Slovenia,175,68,141,70,43,70,82,82,82,80,70,72,5
80,585,Acimovic,Unknown,9,29,Slovenia,186,85,141,77,47,81,78,75,76,85,70,75,5
80,594,Ceh,Unknown,9,28,Slovenia,181,75,141,77,45,74,78,76,75,85,66,82,7
80,614,Míchel Salgado,Unknown,4,31,Spain,176,72,89,76,75,74,90,79,82,78,84,84,6
80,617,Senna,Unknown,7,30,Spain,177,76,89,67,73,75,88,79,72,71,70,65,5
80,622,Shaaban,Unknown,0,31,Sweden,193,93,141,30,75,83,61,64,66,45,72,65,4
80,625,Alexandersson,Unknown,8,34,Sweden,181,73,141,76,64,74,82,80,78,82,72,75,5
80,634,Alvbåge,Unknown,0,24,Sweden,187,83,141,30,76,84,59,64,67,48,70,69,5
80,635,Hansson,Unknown,3,29,Sweden,186,87,12,43,78,83,76,68,69,69,71,69,6
80,636,Karl Svensson,Unknown,3,22,Sweden,190,83,9,55,78,86,82,74,71,70,67,74,5
80,638,D. Andersson,Unknown,5,29,Sweden,178,79,141,72,68,78,86,72,68,83,71,69,5
80,642,Elmander,Unknown,12,25,Sweden,188,79,102,78,47,83,78,85,78,82,66,69,5
80,650,Vogel,Unknown,5,29,Switzerland,177,71,67,67,77,74,90,76,74,76,83,86,6
80,656,Coltorti,Unknown,0,25,Switzerland,197,98,141,30,75,88,60,67,63,46,70,70,5
80,657,Benaglio,Unknown,0,23,Switzerland,193,83,61,30,76,85,57,67,65,53,68,65,4
80,662,David Degen,Unknown,8,23,Switzerland,183,80,11,72,50,78,81,86,83,75,68,73,5
80,663,Behrami,Unknown,8,21,Switzerland,184,71,80,73,60,76,84,84,81,79,69,71,4
80,665,Gygax,Unknown,11,25,Switzerland,179,72,103,76,40,74,79,81,83,81,75,73,4
80,671,Hamit Altintop,Unknown,9,23,Turkey,183,82,52,76,50,78,78,81,78,80,73,73,7
80,695,Nesmachnyi,Unknown,4,27,Ukraine,182,72,85,73,66,74,84,82,84,78,71,75,5
